Minute,Hour,NO2,O3,Region,Location
2023-07-19 14:55:00,14PM,11.84,164.97,Tangerang,Panunggangan Utara
2023-07-19 15:00:00,15PM,,,Tangerang,Panunggangan Utara
2023-07-19 15:05:00,15PM,14.75,161.21,Tangerang,Panunggangan Utara
2023-07-19 15:10:00,15PM,,,Tangerang,Panunggangan Utara
2023-07-19 15:15:00,15PM,13.41,155.48,Tangerang,Panunggangan Utara
2023-07-19 15:20:00,15PM,,,Tangerang,Panunggangan Utara
2023-07-19 15:25:00,15PM,11.19,152.36,Tangerang,Panunggangan Utara
2023-07-19 15:30:00,15PM,,,Tangerang,Panunggangan Utara
2023-07-19 15:35:00,15PM,7.13,142.42,Tangerang,Panunggangan Utara
2023-07-19 15:40:00,15PM,,,Tangerang,Panunggangan Utara
2023-07-19 15:45:00,15PM,3.73,134.8,Tangerang,Panunggangan Utara
2023-07-19 15:50:00,15PM,,,Tangerang,Panunggangan Utara
2023-07-19 15:55:00,15PM,1.16,131.29,Tangerang,Panunggangan Utara
2023-07-19 16:00:00,16PM,,,Tangerang,Panunggangan Utara
2023-07-19 16:05:00,16PM,1.66,125.9,Tangerang,Panunggangan Utara
2023-07-19 16:10:00,16PM,,,Tangerang,Panunggangan Utara
2023-07-19 16:15:00,16PM,5.29,124.46,Tangerang,Panunggangan Utara
2023-07-19 16:20:00,16PM,,,Tangerang,Panunggangan Utara
2023-07-19 16:25:00,16PM,6.35,123.49,Tangerang,Panunggangan Utara
2023-07-19 16:30:00,16PM,,,Tangerang,Panunggangan Utara
2023-07-19 16:35:00,16PM,10.33,122.19,Tangerang,Panunggangan Utara
2023-07-19 16:40:00,16PM,,,Tangerang,Panunggangan Utara
2023-07-19 16:45:00,16PM,12.98,120.84,Tangerang,Panunggangan Utara
2023-07-19 16:50:00,16PM,,,Tangerang,Panunggangan Utara
2023-07-19 16:55:00,16PM,14.77,121.75,Tangerang,Panunggangan Utara
2023-07-19 17:00:00,17PM,,,Tangerang,Panunggangan Utara
2023-07-19 17:05:00,17PM,15.68,119.56,Tangerang,Panunggangan Utara
2023-07-19 17:10:00,17PM,,,Tangerang,Panunggangan Utara
2023-07-19 17:15:00,17PM,15.67,116.23,Tangerang,Panunggangan Utara
2023-07-19 17:20:00,17PM,,,Tangerang,Panunggangan Utara
2023-07-19 17:25:00,17PM,15.73,115.26,Tangerang,Panunggangan Utara
2023-07-19 17:30:00,17PM,,,Tangerang,Panunggangan Utara
2023-07-19 17:35:00,17PM,15.89,112.59,Tangerang,Panunggangan Utara
2023-07-19 17:40:00,17PM,,,Tangerang,Panunggangan Utara
2023-07-19 17:45:00,17PM,15.13,107.14,Tangerang,Panunggangan Utara
2023-07-19 17:50:00,17PM,,,Tangerang,Panunggangan Utara
2023-07-19 17:55:00,17PM,14.95,105.12,Tangerang,Panunggangan Utara
2023-07-19 18:00:00,18PM,,,Tangerang,Panunggangan Utara
2023-07-19 18:05:00,18PM,13.05,98.9,Tangerang,Panunggangan Utara
2023-07-19 18:10:00,18PM,,,Tangerang,Panunggangan Utara
2023-07-19 18:15:00,18PM,9.78,91.36,Tangerang,Panunggangan Utara
2023-07-19 18:20:00,18PM,,,Tangerang,Panunggangan Utara
2023-07-19 18:25:00,18PM,8.02,88.18,Tangerang,Panunggangan Utara
2023-07-19 18:30:00,18PM,,,Tangerang,Panunggangan Utara
2023-07-19 18:35:00,18PM,4.7,83.07,Tangerang,Panunggangan Utara
2023-07-19 18:40:00,18PM,,,Tangerang,Panunggangan Utara
2023-07-19 18:45:00,18PM,2.63,79.13,Tangerang,Panunggangan Utara
2023-07-19 18:50:00,18PM,,,Tangerang,Panunggangan Utara
2023-07-19 18:55:00,18PM,1.48,77.22,Tangerang,Panunggangan Utara
2023-07-19 19:00:00,19PM,,,Tangerang,Panunggangan Utara
2023-07-19 19:05:00,19PM,0.3,73.6,Tangerang,Panunggangan Utara
2023-07-19 19:10:00,19PM,,,Tangerang,Panunggangan Utara
2023-07-19 19:15:00,19PM,0.02,73.12,Tangerang,Panunggangan Utara
2023-07-19 19:20:00,19PM,,,Tangerang,Panunggangan Utara
2023-07-19 19:25:00,19PM,0.02,71.93,Tangerang,Panunggangan Utara
2023-07-19 19:30:00,19PM,,,Tangerang,Panunggangan Utara
2023-07-19 19:35:00,19PM,0.52,66.77,Tangerang,Panunggangan Utara
2023-07-19 19:40:00,19PM,,,Tangerang,Panunggangan Utara
2023-07-19 19:45:00,19PM,0.52,62.97,Tangerang,Panunggangan Utara
2023-07-19 19:50:00,19PM,,,Tangerang,Panunggangan Utara
2023-07-19 19:55:00,19PM,0.62,62.64,Tangerang,Panunggangan Utara
2023-07-19 20:00:00,20PM,,,Tangerang,Panunggangan Utara
2023-07-19 20:05:00,20PM,0.56,56.24,Tangerang,Panunggangan Utara
2023-07-19 20:10:00,20PM,,,Tangerang,Panunggangan Utara
2023-07-19 20:15:00,20PM,0.5,45.09,Tangerang,Panunggangan Utara
2023-07-19 20:20:00,20PM,,,Tangerang,Panunggangan Utara
2023-07-19 20:25:00,20PM,0.13,43.03,Tangerang,Panunggangan Utara
2023-07-19 20:30:00,20PM,,,Tangerang,Panunggangan Utara
2023-07-19 20:35:00,20PM,0.01,34.02,Tangerang,Panunggangan Utara
2023-07-19 20:40:00,20PM,,,Tangerang,Panunggangan Utara
2023-07-19 20:45:00,20PM,6.42,21.93,Tangerang,Panunggangan Utara
2023-07-19 20:50:00,20PM,,,Tangerang,Panunggangan Utara
2023-07-19 20:55:00,20PM,7.7,16.07,Tangerang,Panunggangan Utara
2023-07-19 21:00:00,21PM,,,Tangerang,Panunggangan Utara
2023-07-19 21:05:00,21PM,16.07,9.63,Tangerang,Panunggangan Utara
2023-07-19 21:10:00,21PM,,,Tangerang,Panunggangan Utara
2023-07-19 21:15:00,21PM,22.44,4.94,Tangerang,Panunggangan Utara
2023-07-19 21:20:00,21PM,,,Tangerang,Panunggangan Utara
2023-07-19 21:25:00,21PM,26.93,1.87,Tangerang,Panunggangan Utara
2023-07-19 21:30:00,21PM,,,Tangerang,Panunggangan Utara
2023-07-19 21:35:00,21PM,29.74,0.17,Tangerang,Panunggangan Utara
2023-07-19 21:40:00,21PM,,,Tangerang,Panunggangan Utara
2023-07-19 21:45:00,21PM,29.14,0.15,Tangerang,Panunggangan Utara
2023-07-19 21:50:00,21PM,,,Tangerang,Panunggangan Utara
2023-07-19 21:55:00,21PM,28.34,0.0,Tangerang,Panunggangan Utara
2023-07-19 22:00:00,22PM,,,Tangerang,Panunggangan Utara
2023-07-19 22:05:00,22PM,24.2,0.0,Tangerang,Panunggangan Utara
2023-07-19 22:10:00,22PM,,,Tangerang,Panunggangan Utara
2023-07-19 22:15:00,22PM,18.04,1.2,Tangerang,Panunggangan Utara
2023-07-19 22:20:00,22PM,,,Tangerang,Panunggangan Utara
2023-07-19 22:25:00,22PM,16.32,1.44,Tangerang,Panunggangan Utara
2023-07-19 22:30:00,22PM,,,Tangerang,Panunggangan Utara
2023-07-19 22:35:00,22PM,13.88,1.81,Tangerang,Panunggangan Utara
2023-07-19 22:40:00,22PM,,,Tangerang,Panunggangan Utara
2023-07-19 22:45:00,22PM,10.76,1.2,Tangerang,Panunggangan Utara
2023-07-19 22:50:00,22PM,,,Tangerang,Panunggangan Utara
2023-07-19 22:55:00,22PM,9.25,1.44,Tangerang,Panunggangan Utara
2023-07-19 23:00:00,23PM,,,Tangerang,Panunggangan Utara
2023-07-19 23:05:00,23PM,11.29,0.39,Tangerang,Panunggangan Utara
2023-07-19 23:10:00,23PM,,,Tangerang,Panunggangan Utara
2023-07-19 23:15:00,23PM,14.42,0.0,Tangerang,Panunggangan Utara
2023-07-19 23:20:00,23PM,,,Tangerang,Panunggangan Utara
2023-07-19 23:25:00,23PM,15.11,0.0,Tangerang,Panunggangan Utara
2023-07-19 23:30:00,23PM,,,Tangerang,Panunggangan Utara
2023-07-19 23:35:00,23PM,17.25,0.0,Tangerang,Panunggangan Utara
2023-07-19 23:40:00,23PM,,,Tangerang,Panunggangan Utara
2023-07-19 23:45:00,23PM,16.59,2.99,Tangerang,Panunggangan Utara
2023-07-19 23:50:00,23PM,,,Tangerang,Panunggangan Utara
2023-07-19 23:55:00,23PM,17.08,3.59,Tangerang,Panunggangan Utara
2023-07-20 00:00:00,0AM,,,Tangerang,Panunggangan Utara
2023-07-20 00:05:00,0AM,15.75,3.28,Tangerang,Panunggangan Utara
2023-07-20 00:10:00,0AM,,,Tangerang,Panunggangan Utara
2023-07-20 00:15:00,0AM,15.37,3.0,Tangerang,Panunggangan Utara
2023-07-20 00:20:00,0AM,,,Tangerang,Panunggangan Utara
2023-07-20 00:25:00,0AM,13.71,3.6,Tangerang,Panunggangan Utara
2023-07-20 00:30:00,0AM,,,Tangerang,Panunggangan Utara
2023-07-20 00:35:00,0AM,14.08,1.87,Tangerang,Panunggangan Utara
2023-07-20 00:40:00,0AM,,,Tangerang,Panunggangan Utara
2023-07-20 00:45:00,0AM,15.5,0.01,Tangerang,Panunggangan Utara
2023-07-20 00:50:00,0AM,,,Tangerang,Panunggangan Utara
2023-07-20 00:55:00,0AM,16.5,0.0,Tangerang,Panunggangan Utara
2023-07-20 01:00:00,1AM,,,Tangerang,Panunggangan Utara
2023-07-20 01:05:00,1AM,16.96,0.0,Tangerang,Panunggangan Utara
2023-07-20 01:10:00,1AM,,,Tangerang,Panunggangan Utara
2023-07-20 01:15:00,1AM,17.82,0.0,Tangerang,Panunggangan Utara
2023-07-20 01:20:00,1AM,,,Tangerang,Panunggangan Utara
2023-07-20 01:25:00,1AM,18.29,0.0,Tangerang,Panunggangan Utara
2023-07-20 01:30:00,1AM,,,Tangerang,Panunggangan Utara
2023-07-20 01:35:00,1AM,19.14,0.0,Tangerang,Panunggangan Utara
2023-07-20 01:40:00,1AM,,,Tangerang,Panunggangan Utara
2023-07-20 01:45:00,1AM,19.91,0.0,Tangerang,Panunggangan Utara
2023-07-20 01:50:00,1AM,,,Tangerang,Panunggangan Utara
2023-07-20 01:55:00,1AM,20.42,0.0,Tangerang,Panunggangan Utara
2023-07-20 02:00:00,2AM,,,Tangerang,Panunggangan Utara
2023-07-20 02:05:00,2AM,21.06,0.0,Tangerang,Panunggangan Utara
2023-07-20 02:10:00,2AM,,,Tangerang,Panunggangan Utara
2023-07-20 02:15:00,2AM,19.79,0.0,Tangerang,Panunggangan Utara
2023-07-20 02:20:00,2AM,,,Tangerang,Panunggangan Utara
2023-07-20 02:25:00,2AM,19.81,0.0,Tangerang,Panunggangan Utara
2023-07-20 02:30:00,2AM,,,Tangerang,Panunggangan Utara
2023-07-20 02:35:00,2AM,14.98,0.0,Tangerang,Panunggangan Utara
2023-07-20 02:40:00,2AM,,,Tangerang,Panunggangan Utara
2023-07-20 02:45:00,2AM,10.06,0.0,Tangerang,Panunggangan Utara
2023-07-20 02:50:00,2AM,,,Tangerang,Panunggangan Utara
2023-07-20 02:55:00,2AM,7.52,0.0,Tangerang,Panunggangan Utara
2023-07-20 03:00:00,3AM,,,Tangerang,Panunggangan Utara
2023-07-20 03:05:00,3AM,2.67,0.0,Tangerang,Panunggangan Utara
2023-07-20 03:10:00,3AM,,,Tangerang,Panunggangan Utara
2023-07-20 03:15:00,3AM,0.51,0.0,Tangerang,Panunggangan Utara
2023-07-20 03:20:00,3AM,,,Tangerang,Panunggangan Utara
2023-07-20 03:25:00,3AM,0.0,0.0,Tangerang,Panunggangan Utara
2023-07-20 03:30:00,3AM,,,Tangerang,Panunggangan Utara
2023-07-20 03:35:00,3AM,0.0,0.0,Tangerang,Panunggangan Utara
2023-07-20 03:40:00,3AM,,,Tangerang,Panunggangan Utara
2023-07-20 03:45:00,3AM,0.48,0.0,Tangerang,Panunggangan Utara
2023-07-20 03:50:00,3AM,,,Tangerang,Panunggangan Utara
2023-07-20 03:55:00,3AM,0.58,0.0,Tangerang,Panunggangan Utara
2023-07-20 04:00:00,4AM,,,Tangerang,Panunggangan Utara
2023-07-20 04:05:00,4AM,0.53,0.0,Tangerang,Panunggangan Utara
2023-07-20 04:10:00,4AM,,,Tangerang,Panunggangan Utara
2023-07-20 04:15:00,4AM,0.48,0.0,Tangerang,Panunggangan Utara
2023-07-20 04:20:00,4AM,,,Tangerang,Panunggangan Utara
2023-07-20 04:25:00,4AM,0.58,0.0,Tangerang,Panunggangan Utara
2023-07-20 04:30:00,4AM,,,Tangerang,Panunggangan Utara
2023-07-20 04:35:00,4AM,0.55,0.0,Tangerang,Panunggangan Utara
2023-07-20 04:40:00,4AM,,,Tangerang,Panunggangan Utara
2023-07-20 04:45:00,4AM,1.44,0.0,Tangerang,Panunggangan Utara
2023-07-20 04:50:00,4AM,,,Tangerang,Panunggangan Utara
2023-07-20 04:55:00,4AM,1.73,0.0,Tangerang,Panunggangan Utara
2023-07-20 05:00:00,5AM,,,Tangerang,Panunggangan Utara
2023-07-20 05:05:00,5AM,3.1,0.0,Tangerang,Panunggangan Utara
2023-07-20 05:10:00,5AM,,,Tangerang,Panunggangan Utara
2023-07-20 05:15:00,5AM,3.01,0.0,Tangerang,Panunggangan Utara
2023-07-20 05:20:00,5AM,,,Tangerang,Panunggangan Utara
2023-07-20 05:25:00,5AM,3.54,0.0,Tangerang,Panunggangan Utara
2023-07-20 05:30:00,5AM,,,Tangerang,Panunggangan Utara
2023-07-20 05:35:00,5AM,3.17,0.0,Tangerang,Panunggangan Utara
2023-07-20 05:40:00,5AM,,,Tangerang,Panunggangan Utara
2023-07-20 05:45:00,5AM,3.41,0.0,Tangerang,Panunggangan Utara
2023-07-20 05:50:00,5AM,,,Tangerang,Panunggangan Utara
2023-07-20 05:55:00,5AM,2.73,0.0,Tangerang,Panunggangan Utara
2023-07-20 06:00:00,6AM,,,Tangerang,Panunggangan Utara
2023-07-20 06:05:00,6AM,4.52,0.0,Tangerang,Panunggangan Utara
2023-07-20 06:10:00,6AM,,,Tangerang,Panunggangan Utara
2023-07-20 06:15:00,6AM,7.83,0.0,Tangerang,Panunggangan Utara
2023-07-20 06:20:00,6AM,,,Tangerang,Panunggangan Utara
2023-07-20 06:25:00,6AM,9.14,0.0,Tangerang,Panunggangan Utara
2023-07-20 06:30:00,6AM,,,Tangerang,Panunggangan Utara
2023-07-20 06:35:00,6AM,12.56,0.0,Tangerang,Panunggangan Utara
2023-07-20 06:40:00,6AM,,,Tangerang,Panunggangan Utara
2023-07-20 06:45:00,6AM,12.93,0.0,Tangerang,Panunggangan Utara
2023-07-20 06:50:00,6AM,,,Tangerang,Panunggangan Utara
2023-07-20 06:55:00,6AM,14.08,0.0,Tangerang,Panunggangan Utara
2023-07-20 07:00:00,7AM,,,Tangerang,Panunggangan Utara
2023-07-20 07:05:00,7AM,12.9,0.0,Tangerang,Panunggangan Utara
2023-07-20 07:10:00,7AM,,,Tangerang,Panunggangan Utara
2023-07-20 07:15:00,7AM,12.66,0.0,Tangerang,Panunggangan Utara
2023-07-20 07:20:00,7AM,,,Tangerang,Panunggangan Utara
2023-07-20 07:25:00,7AM,11.98,0.0,Tangerang,Panunggangan Utara
2023-07-20 07:30:00,7AM,,,Tangerang,Panunggangan Utara
2023-07-20 07:35:00,7AM,11.65,0.0,Tangerang,Panunggangan Utara
2023-07-20 07:40:00,7AM,,,Tangerang,Panunggangan Utara
2023-07-20 07:45:00,7AM,11.55,0.0,Tangerang,Panunggangan Utara
2023-07-20 07:50:00,7AM,,,Tangerang,Panunggangan Utara
2023-07-20 07:55:00,7AM,12.06,0.0,Tangerang,Panunggangan Utara
2023-07-20 08:00:00,8AM,,,Tangerang,Panunggangan Utara
2023-07-20 08:05:00,8AM,12.33,0.0,Tangerang,Panunggangan Utara
2023-07-20 08:10:00,8AM,,,Tangerang,Panunggangan Utara
2023-07-20 08:15:00,8AM,10.11,0.0,Tangerang,Panunggangan Utara
2023-07-20 08:20:00,8AM,,,Tangerang,Panunggangan Utara
2023-07-20 08:25:00,8AM,9.64,0.0,Tangerang,Panunggangan Utara
2023-07-20 08:30:00,8AM,,,Tangerang,Panunggangan Utara
2023-07-20 08:35:00,8AM,6.83,0.0,Tangerang,Panunggangan Utara
2023-07-20 08:40:00,8AM,,,Tangerang,Panunggangan Utara
2023-07-20 08:45:00,8AM,4.28,3.34,Tangerang,Panunggangan Utara
2023-07-20 08:50:00,8AM,,,Tangerang,Panunggangan Utara
2023-07-20 08:55:00,8AM,2.27,4.01,Tangerang,Panunggangan Utara
2023-07-20 09:00:00,9AM,,,Tangerang,Panunggangan Utara
2023-07-20 09:05:00,9AM,0.0,18.99,Tangerang,Panunggangan Utara
2023-07-20 09:10:00,9AM,,,Tangerang,Panunggangan Utara
2023-07-20 09:15:00,9AM,0.0,40.76,Tangerang,Panunggangan Utara
2023-07-20 09:20:00,9AM,,,Tangerang,Panunggangan Utara
2023-07-20 09:25:00,9AM,0.0,48.91,Tangerang,Panunggangan Utara
2023-07-20 09:30:00,9AM,,,Tangerang,Panunggangan Utara
2023-07-20 09:35:00,9AM,0.0,80.01,Tangerang,Panunggangan Utara
2023-07-20 09:40:00,9AM,,,Tangerang,Panunggangan Utara
2023-07-20 09:45:00,9AM,0.0,103.48,Tangerang,Panunggangan Utara
2023-07-20 09:50:00,9AM,,,Tangerang,Panunggangan Utara
2023-07-20 09:55:00,9AM,0.0,115.41,Tangerang,Panunggangan Utara
2023-07-20 10:00:00,10AM,,,Tangerang,Panunggangan Utara
2023-07-20 10:05:00,10AM,2.17,139.16,Tangerang,Panunggangan Utara
2023-07-20 10:10:00,10AM,,,Tangerang,Panunggangan Utara
2023-07-20 10:15:00,10AM,2.57,153.6,Tangerang,Panunggangan Utara
2023-07-20 10:20:00,10AM,,,Tangerang,Panunggangan Utara
2023-07-20 10:25:00,10AM,3.09,156.41,Tangerang,Panunggangan Utara
2023-07-20 10:30:00,10AM,,,Tangerang,Panunggangan Utara
2023-07-20 10:35:00,10AM,4.97,172.38,Tangerang,Panunggangan Utara
2023-07-20 10:40:00,10AM,,,Tangerang,Panunggangan Utara
2023-07-20 10:45:00,10AM,9.5,188.38,Tangerang,Panunggangan Utara
2023-07-20 10:50:00,10AM,,,Tangerang,Panunggangan Utara
2023-07-20 10:55:00,10AM,11.4,191.44,Tangerang,Panunggangan Utara
2023-07-20 11:00:00,11AM,,,Tangerang,Panunggangan Utara
2023-07-20 11:05:00,11AM,12.97,197.8,Tangerang,Panunggangan Utara
2023-07-20 11:10:00,11AM,,,Tangerang,Panunggangan Utara
2023-07-20 11:15:00,11AM,14.4,204.68,Tangerang,Panunggangan Utara
2023-07-20 11:20:00,11AM,,,Tangerang,Panunggangan Utara
2023-07-20 11:25:00,11AM,16.82,207.54,Tangerang,Panunggangan Utara
2023-07-20 11:30:00,11AM,,,Tangerang,Panunggangan Utara
2023-07-20 11:35:00,11AM,11.76,216.39,Tangerang,Panunggangan Utara
2023-07-20 11:40:00,11AM,,,Tangerang,Panunggangan Utara
2023-07-20 11:45:00,11AM,8.37,221.73,Tangerang,Panunggangan Utara
2023-07-20 11:50:00,11AM,,,Tangerang,Panunggangan Utara
2023-07-20 11:55:00,11AM,6.02,226.13,Tangerang,Panunggangan Utara
2023-07-20 12:00:00,12PM,,,Tangerang,Panunggangan Utara
2023-07-20 12:05:00,12PM,10.08,221.72,Tangerang,Panunggangan Utara
2023-07-20 12:10:00,12PM,,,Tangerang,Panunggangan Utara
2023-07-20 12:15:00,12PM,11.49,215.43,Tangerang,Panunggangan Utara
2023-07-20 12:20:00,12PM,,,Tangerang,Panunggangan Utara
2023-07-20 12:25:00,12PM,13.79,211.97,Tangerang,Panunggangan Utara
2023-07-20 12:30:00,12PM,,,Tangerang,Panunggangan Utara
2023-07-20 12:35:00,12PM,13.58,203.18,Tangerang,Panunggangan Utara
2023-07-20 12:40:00,12PM,,,Tangerang,Panunggangan Utara
2023-07-20 12:45:00,12PM,12.56,191.98,Tangerang,Panunggangan Utara
2023-07-20 12:50:00,12PM,,,Tangerang,Panunggangan Utara
2023-07-20 12:55:00,12PM,11.13,186.1,Tangerang,Panunggangan Utara
2023-07-20 13:00:00,13PM,,,Tangerang,Panunggangan Utara
2023-07-20 13:05:00,13PM,4.76,185.22,Tangerang,Panunggangan Utara
2023-07-20 13:10:00,13PM,,,Tangerang,Panunggangan Utara
2023-07-20 13:15:00,13PM,2.19,182.09,Tangerang,Panunggangan Utara
2023-07-20 13:20:00,13PM,,,Tangerang,Panunggangan Utara
2023-07-20 13:25:00,13PM,1.63,179.42,Tangerang,Panunggangan Utara
2023-07-20 13:30:00,13PM,,,Tangerang,Panunggangan Utara
2023-07-20 13:35:00,13PM,0.63,179.75,Tangerang,Panunggangan Utara
2023-07-20 13:40:00,13PM,,,Tangerang,Panunggangan Utara
2023-07-20 13:45:00,13PM,0.22,180.18,Tangerang,Panunggangan Utara
2023-07-20 13:50:00,13PM,,,Tangerang,Panunggangan Utara
2023-07-20 13:55:00,13PM,0.0,180.09,Tangerang,Panunggangan Utara
2023-07-20 14:00:00,14PM,,,Tangerang,Panunggangan Utara
2023-07-20 14:05:00,14PM,0.3,178.98,Tangerang,Panunggangan Utara
2023-07-20 14:10:00,14PM,,,Tangerang,Panunggangan Utara
2023-07-20 14:15:00,14PM,0.27,180.36,Tangerang,Panunggangan Utara
2023-07-20 14:20:00,14PM,,,Tangerang,Panunggangan Utara
2023-07-20 14:25:00,14PM,0.33,179.57,Tangerang,Panunggangan Utara
2023-07-20 14:30:00,14PM,,,Tangerang,Panunggangan Utara
2023-07-20 14:35:00,14PM,0.3,177.78,Tangerang,Panunggangan Utara
2023-07-20 14:40:00,14PM,,,Tangerang,Panunggangan Utara
2023-07-20 14:45:00,14PM,0.42,180.67,Tangerang,Panunggangan Utara
2023-07-20 14:50:00,14PM,,,Tangerang,Panunggangan Utara
2023-07-20 14:55:00,14PM,0.18,183.12,Tangerang,Panunggangan Utara
2023-07-20 15:00:00,15PM,,,Tangerang,Panunggangan Utara
2023-07-20 15:05:00,15PM,4.5,180.03,Tangerang,Panunggangan Utara
2023-07-20 15:10:00,15PM,,,Tangerang,Panunggangan Utara
2023-07-20 15:15:00,15PM,6.15,183.49,Tangerang,Panunggangan Utara
2023-07-20 15:20:00,15PM,,,Tangerang,Panunggangan Utara
2023-07-20 15:25:00,15PM,7.38,184.62,Tangerang,Panunggangan Utara
2023-07-20 15:30:00,15PM,,,Tangerang,Panunggangan Utara
2023-07-20 15:35:00,15PM,9.86,186.09,Tangerang,Panunggangan Utara
2023-07-20 15:40:00,15PM,,,Tangerang,Panunggangan Utara
2023-07-20 15:45:00,15PM,10.2,177.33,Tangerang,Panunggangan Utara
2023-07-20 15:50:00,15PM,,,Tangerang,Panunggangan Utara
2023-07-20 15:55:00,15PM,7.48,182.14,Tangerang,Panunggangan Utara
2023-07-20 16:00:00,16PM,,,Tangerang,Panunggangan Utara
2023-07-20 16:05:00,16PM,8.88,165.01,Tangerang,Panunggangan Utara
2023-07-20 16:10:00,16PM,,,Tangerang,Panunggangan Utara
2023-07-20 16:15:00,16PM,7.72,149.94,Tangerang,Panunggangan Utara
2023-07-20 16:20:00,16PM,,,Tangerang,Panunggangan Utara
2023-07-20 16:25:00,16PM,6.04,142.8,Tangerang,Panunggangan Utara
2023-07-20 16:30:00,16PM,,,Tangerang,Panunggangan Utara
2023-07-20 16:35:00,16PM,6.93,127.08,Tangerang,Panunggangan Utara
2023-07-20 16:40:00,16PM,,,Tangerang,Panunggangan Utara
2023-07-20 16:45:00,16PM,5.55,120.34,Tangerang,Panunggangan Utara
2023-07-20 16:50:00,16PM,,,Tangerang,Panunggangan Utara
2023-07-20 16:55:00,16PM,4.96,117.29,Tangerang,Panunggangan Utara
2023-07-20 17:00:00,17PM,,,Tangerang,Panunggangan Utara
2023-07-20 17:05:00,17PM,3.33,114.15,Tangerang,Panunggangan Utara
2023-07-20 17:10:00,17PM,,,Tangerang,Panunggangan Utara
2023-07-20 17:15:00,17PM,5.28,108.87,Tangerang,Panunggangan Utara
2023-07-20 17:20:00,17PM,,,Tangerang,Panunggangan Utara
2023-07-20 17:25:00,17PM,4.77,107.64,Tangerang,Panunggangan Utara
2023-07-20 17:30:00,17PM,,,Tangerang,Panunggangan Utara
2023-07-20 17:35:00,17PM,6.43,103.45,Tangerang,Panunggangan Utara
2023-07-20 17:40:00,17PM,,,Tangerang,Panunggangan Utara
2023-07-20 17:45:00,17PM,8.03,99.03,Tangerang,Panunggangan Utara
2023-07-20 17:50:00,17PM,,,Tangerang,Panunggangan Utara
2023-07-20 17:55:00,17PM,8.85,97.69,Tangerang,Panunggangan Utara
2023-07-20 18:00:00,18PM,,,Tangerang,Panunggangan Utara
2023-07-20 18:05:00,18PM,9.62,90.4,Tangerang,Panunggangan Utara
2023-07-20 18:10:00,18PM,,,Tangerang,Panunggangan Utara
2023-07-20 18:15:00,18PM,13.69,77.01,Tangerang,Panunggangan Utara
2023-07-20 18:20:00,18PM,,,Tangerang,Panunggangan Utara
2023-07-20 18:25:00,18PM,15.11,71.44,Tangerang,Panunggangan Utara
2023-07-20 18:30:00,18PM,,,Tangerang,Panunggangan Utara
2023-07-20 18:35:00,18PM,15.84,64.39,Tangerang,Panunggangan Utara
2023-07-20 18:40:00,18PM,,,Tangerang,Panunggangan Utara
2023-07-20 18:45:00,18PM,15.91,60.61,Tangerang,Panunggangan Utara
2023-07-20 18:50:00,18PM,,,Tangerang,Panunggangan Utara
2023-07-20 18:55:00,18PM,17.7,56.2,Tangerang,Panunggangan Utara
2023-07-20 19:00:00,19PM,,,Tangerang,Panunggangan Utara
2023-07-20 19:05:00,19PM,20.63,48.25,Tangerang,Panunggangan Utara
2023-07-20 19:10:00,19PM,,,Tangerang,Panunggangan Utara
2023-07-20 19:15:00,19PM,22.59,38.78,Tangerang,Panunggangan Utara
2023-07-20 19:20:00,19PM,,,Tangerang,Panunggangan Utara
2023-07-20 19:25:00,19PM,23.71,35.02,Tangerang,Panunggangan Utara
2023-07-20 19:30:00,19PM,,,Tangerang,Panunggangan Utara
2023-07-20 19:35:00,19PM,24.35,30.64,Tangerang,Panunggangan Utara
2023-07-20 19:40:00,19PM,,,Tangerang,Panunggangan Utara
2023-07-20 19:45:00,19PM,26.16,22.76,Tangerang,Panunggangan Utara
2023-07-20 19:50:00,19PM,,,Tangerang,Panunggangan Utara
2023-07-20 19:55:00,19PM,24.3,24.83,Tangerang,Panunggangan Utara
2023-07-20 20:00:00,20PM,,,Tangerang,Panunggangan Utara
2023-07-20 20:05:00,20PM,23.84,19.79,Tangerang,Panunggangan Utara
2023-07-20 20:10:00,20PM,,,Tangerang,Panunggangan Utara
2023-07-20 20:15:00,20PM,25.35,14.94,Tangerang,Panunggangan Utara
2023-07-20 20:20:00,20PM,,,Tangerang,Panunggangan Utara
2023-07-20 20:25:00,20PM,27.24,8.91,Tangerang,Panunggangan Utara
2023-07-20 20:30:00,20PM,,,Tangerang,Panunggangan Utara
2023-07-20 20:35:00,20PM,30.14,2.94,Tangerang,Panunggangan Utara
2023-07-20 20:40:00,20PM,,,Tangerang,Panunggangan Utara
2023-07-20 20:45:00,20PM,31.95,0.12,Tangerang,Panunggangan Utara
2023-07-20 20:50:00,20PM,,,Tangerang,Panunggangan Utara
2023-07-20 20:55:00,20PM,32.59,0.14,Tangerang,Panunggangan Utara
2023-07-20 21:00:00,21PM,,,Tangerang,Panunggangan Utara
2023-07-20 21:05:00,21PM,35.32,0.0,Tangerang,Panunggangan Utara
2023-07-20 21:10:00,21PM,,,Tangerang,Panunggangan Utara
2023-07-20 21:15:00,21PM,36.17,0.0,Tangerang,Panunggangan Utara
2023-07-20 21:20:00,21PM,,,Tangerang,Panunggangan Utara
2023-07-20 21:25:00,21PM,36.61,0.0,Tangerang,Panunggangan Utara
