Minute,Hour,NO2,O3,Region,Location
2023-07-19 19:00:00,19PM,,,South Tangerang,Pondok Pucung
2023-07-19 19:05:00,19PM,55.53,55.54,South Tangerang,Pondok Pucung
2023-07-19 19:10:00,19PM,,,South Tangerang,Pondok Pucung
2023-07-19 19:15:00,19PM,54.8,45.28,South Tangerang,Pondok Pucung
2023-07-19 19:20:00,19PM,,,South Tangerang,Pondok Pucung
2023-07-19 19:25:00,19PM,53.91,40.48,South Tangerang,Pondok Pucung
2023-07-19 19:30:00,19PM,,,South Tangerang,Pondok Pucung
2023-07-19 19:35:00,19PM,52.91,40.91,South Tangerang,Pondok Pucung
2023-07-19 19:40:00,19PM,,,South Tangerang,Pondok Pucung
2023-07-19 19:45:00,19PM,52.34,41.18,South Tangerang,Pondok Pucung
2023-07-19 19:50:00,19PM,,,South Tangerang,Pondok Pucung
2023-07-19 19:55:00,19PM,53.22,38.63,South Tangerang,Pondok Pucung
2023-07-19 20:00:00,20PM,,,South Tangerang,Pondok Pucung
2023-07-19 20:05:00,20PM,54.9,33.84,South Tangerang,Pondok Pucung
2023-07-19 20:10:00,20PM,,,South Tangerang,Pondok Pucung
2023-07-19 20:15:00,20PM,55.81,31.5,South Tangerang,Pondok Pucung
2023-07-19 20:20:00,20PM,,,South Tangerang,Pondok Pucung
2023-07-19 20:25:00,20PM,55.62,30.99,South Tangerang,Pondok Pucung
2023-07-19 20:30:00,20PM,,,South Tangerang,Pondok Pucung
2023-07-19 20:35:00,20PM,56.6,26.09,South Tangerang,Pondok Pucung
2023-07-19 20:40:00,20PM,,,South Tangerang,Pondok Pucung
2023-07-19 20:45:00,20PM,57.06,22.89,South Tangerang,Pondok Pucung
2023-07-19 20:50:00,20PM,,,South Tangerang,Pondok Pucung
2023-07-19 20:55:00,20PM,58.04,22.5,South Tangerang,Pondok Pucung
2023-07-19 21:00:00,21PM,,,South Tangerang,Pondok Pucung
2023-07-19 21:05:00,21PM,58.9,22.1,South Tangerang,Pondok Pucung
2023-07-19 21:10:00,21PM,,,South Tangerang,Pondok Pucung
2023-07-19 21:15:00,21PM,59.97,19.49,South Tangerang,Pondok Pucung
2023-07-19 21:20:00,21PM,,,South Tangerang,Pondok Pucung
2023-07-19 21:25:00,21PM,61.33,16.05,South Tangerang,Pondok Pucung
2023-07-19 21:30:00,21PM,,,South Tangerang,Pondok Pucung
2023-07-19 21:35:00,21PM,61.84,15.71,South Tangerang,Pondok Pucung
2023-07-19 21:40:00,21PM,,,South Tangerang,Pondok Pucung
2023-07-19 21:45:00,21PM,61.86,15.67,South Tangerang,Pondok Pucung
2023-07-19 21:50:00,21PM,,,South Tangerang,Pondok Pucung
2023-07-19 21:55:00,21PM,60.7,18.14,South Tangerang,Pondok Pucung
2023-07-19 22:00:00,22PM,,,South Tangerang,Pondok Pucung
2023-07-19 22:05:00,22PM,59.19,22.19,South Tangerang,Pondok Pucung
2023-07-19 22:10:00,22PM,,,South Tangerang,Pondok Pucung
2023-07-19 22:15:00,22PM,58.5,24.21,South Tangerang,Pondok Pucung
2023-07-19 22:20:00,22PM,,,South Tangerang,Pondok Pucung
2023-07-19 22:25:00,22PM,57.21,28.4,South Tangerang,Pondok Pucung
2023-07-19 22:30:00,22PM,,,South Tangerang,Pondok Pucung
2023-07-19 22:35:00,22PM,56.64,29.49,South Tangerang,Pondok Pucung
2023-07-19 22:40:00,22PM,,,South Tangerang,Pondok Pucung
2023-07-19 22:45:00,22PM,56.23,30.43,South Tangerang,Pondok Pucung
2023-07-19 22:50:00,22PM,,,South Tangerang,Pondok Pucung
2023-07-19 22:55:00,22PM,56.05,28.79,South Tangerang,Pondok Pucung
2023-07-19 23:00:00,23PM,,,South Tangerang,Pondok Pucung
2023-07-19 23:05:00,23PM,56.88,22.76,South Tangerang,Pondok Pucung
2023-07-19 23:10:00,23PM,,,South Tangerang,Pondok Pucung
2023-07-19 23:15:00,23PM,57.13,20.47,South Tangerang,Pondok Pucung
2023-07-19 23:20:00,23PM,,,South Tangerang,Pondok Pucung
2023-07-19 23:25:00,23PM,56.61,18.92,South Tangerang,Pondok Pucung
2023-07-19 23:30:00,23PM,,,South Tangerang,Pondok Pucung
2023-07-19 23:35:00,23PM,56.69,17.16,South Tangerang,Pondok Pucung
2023-07-19 23:40:00,23PM,,,South Tangerang,Pondok Pucung
2023-07-19 23:45:00,23PM,56.16,17.25,South Tangerang,Pondok Pucung
2023-07-19 23:50:00,23PM,,,South Tangerang,Pondok Pucung
2023-07-19 23:55:00,23PM,55.76,17.15,South Tangerang,Pondok Pucung
2023-07-20 00:00:00,0AM,,,South Tangerang,Pondok Pucung
2023-07-20 00:05:00,0AM,55.35,17.73,South Tangerang,Pondok Pucung
2023-07-20 00:10:00,0AM,,,South Tangerang,Pondok Pucung
2023-07-20 00:15:00,0AM,55.48,16.99,South Tangerang,Pondok Pucung
2023-07-20 00:20:00,0AM,,,South Tangerang,Pondok Pucung
2023-07-20 00:25:00,0AM,55.5,16.31,South Tangerang,Pondok Pucung
2023-07-20 00:30:00,0AM,,,South Tangerang,Pondok Pucung
2023-07-20 00:35:00,0AM,55.45,15.93,South Tangerang,Pondok Pucung
2023-07-20 00:40:00,0AM,,,South Tangerang,Pondok Pucung
2023-07-20 00:45:00,0AM,55.35,15.88,South Tangerang,Pondok Pucung
2023-07-20 00:50:00,0AM,,,South Tangerang,Pondok Pucung
2023-07-20 00:55:00,0AM,55.86,14.6,South Tangerang,Pondok Pucung
2023-07-20 01:00:00,1AM,,,South Tangerang,Pondok Pucung
2023-07-20 01:05:00,1AM,55.79,14.86,South Tangerang,Pondok Pucung
2023-07-20 01:10:00,1AM,,,South Tangerang,Pondok Pucung
2023-07-20 01:15:00,1AM,56.02,12.34,South Tangerang,Pondok Pucung
2023-07-20 01:20:00,1AM,,,South Tangerang,Pondok Pucung
2023-07-20 01:25:00,1AM,55.59,11.03,South Tangerang,Pondok Pucung
2023-07-20 01:30:00,1AM,,,South Tangerang,Pondok Pucung
2023-07-20 01:35:00,1AM,55.68,9.66,South Tangerang,Pondok Pucung
2023-07-20 01:40:00,1AM,,,South Tangerang,Pondok Pucung
2023-07-20 01:45:00,1AM,53.37,9.76,South Tangerang,Pondok Pucung
2023-07-20 01:50:00,1AM,,,South Tangerang,Pondok Pucung
2023-07-20 01:55:00,1AM,50.54,10.38,South Tangerang,Pondok Pucung
2023-07-20 02:00:00,2AM,,,South Tangerang,Pondok Pucung
2023-07-20 02:05:00,2AM,48.2,11.36,South Tangerang,Pondok Pucung
2023-07-20 02:10:00,2AM,,,South Tangerang,Pondok Pucung
2023-07-20 02:15:00,2AM,47.22,11.14,South Tangerang,Pondok Pucung
2023-07-20 02:20:00,2AM,,,South Tangerang,Pondok Pucung
2023-07-20 02:25:00,2AM,45.26,12.66,South Tangerang,Pondok Pucung
2023-07-20 02:30:00,2AM,,,South Tangerang,Pondok Pucung
2023-07-20 02:35:00,2AM,44.15,15.44,South Tangerang,Pondok Pucung
2023-07-20 02:40:00,2AM,,,South Tangerang,Pondok Pucung
2023-07-20 02:45:00,2AM,43.84,16.31,South Tangerang,Pondok Pucung
2023-07-20 02:50:00,2AM,,,South Tangerang,Pondok Pucung
2023-07-20 02:55:00,2AM,43.24,20.66,South Tangerang,Pondok Pucung
2023-07-20 03:00:00,3AM,,,South Tangerang,Pondok Pucung
2023-07-20 03:05:00,3AM,42.99,24.05,South Tangerang,Pondok Pucung
2023-07-20 03:10:00,3AM,,,South Tangerang,Pondok Pucung
2023-07-20 03:15:00,3AM,42.89,25.63,South Tangerang,Pondok Pucung
2023-07-20 03:20:00,3AM,,,South Tangerang,Pondok Pucung
2023-07-20 03:25:00,3AM,43.04,27.28,South Tangerang,Pondok Pucung
2023-07-20 03:30:00,3AM,,,South Tangerang,Pondok Pucung
2023-07-20 03:35:00,3AM,44.16,27.28,South Tangerang,Pondok Pucung
2023-07-20 03:40:00,3AM,,,South Tangerang,Pondok Pucung
2023-07-20 03:45:00,3AM,44.49,27.46,South Tangerang,Pondok Pucung
2023-07-20 03:50:00,3AM,,,South Tangerang,Pondok Pucung
2023-07-20 03:55:00,3AM,45.37,27.74,South Tangerang,Pondok Pucung
2023-07-20 04:00:00,4AM,,,South Tangerang,Pondok Pucung
2023-07-20 04:05:00,4AM,46.06,27.08,South Tangerang,Pondok Pucung
2023-07-20 04:10:00,4AM,,,South Tangerang,Pondok Pucung
2023-07-20 04:15:00,4AM,46.7,26.82,South Tangerang,Pondok Pucung
2023-07-20 04:20:00,4AM,,,South Tangerang,Pondok Pucung
2023-07-20 04:25:00,4AM,46.16,26.42,South Tangerang,Pondok Pucung
2023-07-20 04:30:00,4AM,,,South Tangerang,Pondok Pucung
2023-07-20 04:35:00,4AM,45.71,26.06,South Tangerang,Pondok Pucung
2023-07-20 04:40:00,4AM,,,South Tangerang,Pondok Pucung
2023-07-20 04:45:00,4AM,45.48,25.36,South Tangerang,Pondok Pucung
2023-07-20 04:50:00,4AM,,,South Tangerang,Pondok Pucung
2023-07-20 04:55:00,4AM,45.46,24.3,South Tangerang,Pondok Pucung
2023-07-20 05:00:00,5AM,,,South Tangerang,Pondok Pucung
2023-07-20 05:05:00,5AM,46.16,23.47,South Tangerang,Pondok Pucung
2023-07-20 05:10:00,5AM,,,South Tangerang,Pondok Pucung
2023-07-20 05:15:00,5AM,46.57,23.27,South Tangerang,Pondok Pucung
2023-07-20 05:20:00,5AM,,,South Tangerang,Pondok Pucung
2023-07-20 05:25:00,5AM,48.14,23.03,South Tangerang,Pondok Pucung
2023-07-20 05:30:00,5AM,,,South Tangerang,Pondok Pucung
2023-07-20 05:35:00,5AM,49.62,22.57,South Tangerang,Pondok Pucung
2023-07-20 05:40:00,5AM,,,South Tangerang,Pondok Pucung
2023-07-20 05:45:00,5AM,50.3,22.43,South Tangerang,Pondok Pucung
2023-07-20 05:50:00,5AM,,,South Tangerang,Pondok Pucung
2023-07-20 05:55:00,5AM,51.58,20.94,South Tangerang,Pondok Pucung
2023-07-20 06:00:00,6AM,,,South Tangerang,Pondok Pucung
2023-07-20 06:05:00,6AM,52.91,18.79,South Tangerang,Pondok Pucung
2023-07-20 06:10:00,6AM,,,South Tangerang,Pondok Pucung
2023-07-20 06:15:00,6AM,53.37,17.86,South Tangerang,Pondok Pucung
2023-07-20 06:20:00,6AM,,,South Tangerang,Pondok Pucung
2023-07-20 06:25:00,6AM,54.1,13.29,South Tangerang,Pondok Pucung
2023-07-20 06:30:00,6AM,,,South Tangerang,Pondok Pucung
2023-07-20 06:35:00,6AM,54.27,8.68,South Tangerang,Pondok Pucung
2023-07-20 06:40:00,6AM,,,South Tangerang,Pondok Pucung
2023-07-20 06:45:00,6AM,54.53,6.85,South Tangerang,Pondok Pucung
2023-07-20 06:50:00,6AM,,,South Tangerang,Pondok Pucung
2023-07-20 06:55:00,6AM,54.66,3.18,South Tangerang,Pondok Pucung
2023-07-20 07:00:00,7AM,,,South Tangerang,Pondok Pucung
2023-07-20 07:05:00,7AM,54.39,1.11,South Tangerang,Pondok Pucung
2023-07-20 07:10:00,7AM,,,South Tangerang,Pondok Pucung
2023-07-20 07:15:00,7AM,54.22,0.55,South Tangerang,Pondok Pucung
2023-07-20 07:20:00,7AM,,,South Tangerang,Pondok Pucung
2023-07-20 07:25:00,7AM,54.14,0.0,South Tangerang,Pondok Pucung
2023-07-20 07:30:00,7AM,,,South Tangerang,Pondok Pucung
2023-07-20 07:35:00,7AM,54.79,0.0,South Tangerang,Pondok Pucung
2023-07-20 07:40:00,7AM,,,South Tangerang,Pondok Pucung
2023-07-20 07:45:00,7AM,54.84,0.0,South Tangerang,Pondok Pucung
2023-07-20 07:50:00,7AM,,,South Tangerang,Pondok Pucung
2023-07-20 07:55:00,7AM,54.55,2.22,South Tangerang,Pondok Pucung
2023-07-20 08:00:00,8AM,,,South Tangerang,Pondok Pucung
2023-07-20 08:05:00,8AM,54.27,9.76,South Tangerang,Pondok Pucung
2023-07-20 08:10:00,8AM,,,South Tangerang,Pondok Pucung
2023-07-20 08:15:00,8AM,54.45,11.72,South Tangerang,Pondok Pucung
2023-07-20 08:20:00,8AM,,,South Tangerang,Pondok Pucung
2023-07-20 08:25:00,8AM,55.59,17.3,South Tangerang,Pondok Pucung
2023-07-20 08:30:00,8AM,,,South Tangerang,Pondok Pucung
2023-07-20 08:35:00,8AM,55.17,32.19,South Tangerang,Pondok Pucung
2023-07-20 08:40:00,8AM,,,South Tangerang,Pondok Pucung
2023-07-20 08:45:00,8AM,55.34,37.78,South Tangerang,Pondok Pucung
2023-07-20 08:50:00,8AM,,,South Tangerang,Pondok Pucung
2023-07-20 08:55:00,8AM,54.53,53.19,South Tangerang,Pondok Pucung
2023-07-20 09:00:00,9AM,,,South Tangerang,Pondok Pucung
2023-07-20 09:05:00,9AM,54.78,66.71,South Tangerang,Pondok Pucung
2023-07-20 09:10:00,9AM,,,South Tangerang,Pondok Pucung
2023-07-20 09:15:00,9AM,53.43,77.46,South Tangerang,Pondok Pucung
2023-07-20 09:20:00,9AM,,,South Tangerang,Pondok Pucung
2023-07-20 09:25:00,9AM,52.66,94.56,South Tangerang,Pondok Pucung
2023-07-20 09:30:00,9AM,,,South Tangerang,Pondok Pucung
2023-07-20 09:35:00,9AM,52.42,100.84,South Tangerang,Pondok Pucung
2023-07-20 09:40:00,9AM,,,South Tangerang,Pondok Pucung
2023-07-20 09:45:00,9AM,51.61,113.22,South Tangerang,Pondok Pucung
2023-07-20 09:50:00,9AM,,,South Tangerang,Pondok Pucung
2023-07-20 09:55:00,9AM,49.7,118.21,South Tangerang,Pondok Pucung
2023-07-20 10:00:00,10AM,,,South Tangerang,Pondok Pucung
2023-07-20 10:05:00,10AM,46.46,120.2,South Tangerang,Pondok Pucung
2023-07-20 10:10:00,10AM,,,South Tangerang,Pondok Pucung
2023-07-20 10:15:00,10AM,45.43,119.21,South Tangerang,Pondok Pucung
2023-07-20 10:20:00,10AM,,,South Tangerang,Pondok Pucung
2023-07-20 10:25:00,10AM,42.66,118.76,South Tangerang,Pondok Pucung
2023-07-20 10:30:00,10AM,,,South Tangerang,Pondok Pucung
2023-07-20 10:35:00,10AM,41.45,121.05,South Tangerang,Pondok Pucung
2023-07-20 10:40:00,10AM,,,South Tangerang,Pondok Pucung
2023-07-20 10:45:00,10AM,40.93,121.46,South Tangerang,Pondok Pucung
2023-07-20 10:50:00,10AM,,,South Tangerang,Pondok Pucung
2023-07-20 10:55:00,10AM,40.6,129.05,South Tangerang,Pondok Pucung
2023-07-20 11:00:00,11AM,,,South Tangerang,Pondok Pucung
2023-07-20 11:05:00,11AM,41.37,143.04,South Tangerang,Pondok Pucung
2023-07-20 11:10:00,11AM,,,South Tangerang,Pondok Pucung
2023-07-20 11:15:00,11AM,41.85,148.13,South Tangerang,Pondok Pucung
2023-07-20 11:20:00,11AM,,,South Tangerang,Pondok Pucung
2023-07-20 11:25:00,11AM,42.36,160.01,South Tangerang,Pondok Pucung
2023-07-20 11:30:00,11AM,,,South Tangerang,Pondok Pucung
2023-07-20 11:35:00,11AM,42.02,167.54,South Tangerang,Pondok Pucung
2023-07-20 11:40:00,11AM,,,South Tangerang,Pondok Pucung
2023-07-20 11:45:00,11AM,42.25,171.76,South Tangerang,Pondok Pucung
2023-07-20 11:50:00,11AM,,,South Tangerang,Pondok Pucung
2023-07-20 11:55:00,11AM,42.11,179.71,South Tangerang,Pondok Pucung
2023-07-20 12:00:00,12PM,,,South Tangerang,Pondok Pucung
2023-07-20 12:05:00,12PM,42.69,190.23,South Tangerang,Pondok Pucung
2023-07-20 12:10:00,12PM,,,South Tangerang,Pondok Pucung
2023-07-20 12:15:00,12PM,42.99,191.92,South Tangerang,Pondok Pucung
2023-07-20 12:20:00,12PM,,,South Tangerang,Pondok Pucung
2023-07-20 12:25:00,12PM,43.49,209.09,South Tangerang,Pondok Pucung
2023-07-20 12:30:00,12PM,,,South Tangerang,Pondok Pucung
2023-07-20 12:35:00,12PM,45.71,228.09,South Tangerang,Pondok Pucung
2023-07-20 12:40:00,12PM,,,South Tangerang,Pondok Pucung
2023-07-20 12:45:00,12PM,46.64,235.55,South Tangerang,Pondok Pucung
2023-07-20 12:50:00,12PM,,,South Tangerang,Pondok Pucung
2023-07-20 12:55:00,12PM,52.16,246.77,South Tangerang,Pondok Pucung
2023-07-20 13:00:00,13PM,,,South Tangerang,Pondok Pucung
2023-07-20 13:05:00,13PM,54.35,246.93,South Tangerang,Pondok Pucung
2023-07-20 13:10:00,13PM,,,South Tangerang,Pondok Pucung
2023-07-20 13:15:00,13PM,56.51,248.02,South Tangerang,Pondok Pucung
2023-07-20 13:20:00,13PM,,,South Tangerang,Pondok Pucung
2023-07-20 13:25:00,13PM,57.75,234.26,South Tangerang,Pondok Pucung
2023-07-20 13:30:00,13PM,,,South Tangerang,Pondok Pucung
2023-07-20 13:35:00,13PM,57.28,221.35,South Tangerang,Pondok Pucung
2023-07-20 13:40:00,13PM,,,South Tangerang,Pondok Pucung
2023-07-20 13:45:00,13PM,56.04,212.39,South Tangerang,Pondok Pucung
2023-07-20 13:50:00,13PM,,,South Tangerang,Pondok Pucung
2023-07-20 13:55:00,13PM,53.66,201.63,South Tangerang,Pondok Pucung
2023-07-20 14:00:00,14PM,,,South Tangerang,Pondok Pucung
2023-07-20 14:05:00,14PM,52.34,193.71,South Tangerang,Pondok Pucung
2023-07-20 14:10:00,14PM,,,South Tangerang,Pondok Pucung
2023-07-20 14:15:00,14PM,51.47,192.01,South Tangerang,Pondok Pucung
2023-07-20 14:20:00,14PM,,,South Tangerang,Pondok Pucung
2023-07-20 14:25:00,14PM,50.78,192.27,South Tangerang,Pondok Pucung
2023-07-20 14:30:00,14PM,,,South Tangerang,Pondok Pucung
2023-07-20 14:35:00,14PM,50.2,195.35,South Tangerang,Pondok Pucung
2023-07-20 14:40:00,14PM,,,South Tangerang,Pondok Pucung
2023-07-20 14:45:00,14PM,50.0,196.17,South Tangerang,Pondok Pucung
2023-07-20 14:50:00,14PM,,,South Tangerang,Pondok Pucung
2023-07-20 14:55:00,14PM,49.28,201.4,South Tangerang,Pondok Pucung
2023-07-20 15:00:00,15PM,,,South Tangerang,Pondok Pucung
2023-07-20 15:05:00,15PM,49.8,205.22,South Tangerang,Pondok Pucung
2023-07-20 15:10:00,15PM,,,South Tangerang,Pondok Pucung
2023-07-20 15:15:00,15PM,49.76,207.51,South Tangerang,Pondok Pucung
2023-07-20 15:20:00,15PM,,,South Tangerang,Pondok Pucung
2023-07-20 15:25:00,15PM,49.74,210.25,South Tangerang,Pondok Pucung
2023-07-20 15:30:00,15PM,,,South Tangerang,Pondok Pucung
2023-07-20 15:35:00,15PM,50.18,214.05,South Tangerang,Pondok Pucung
2023-07-20 15:40:00,15PM,,,South Tangerang,Pondok Pucung
2023-07-20 15:45:00,15PM,50.27,216.05,South Tangerang,Pondok Pucung
2023-07-20 15:50:00,15PM,,,South Tangerang,Pondok Pucung
2023-07-20 15:55:00,15PM,50.4,213.9,South Tangerang,Pondok Pucung
2023-07-20 16:00:00,16PM,,,South Tangerang,Pondok Pucung
2023-07-20 16:05:00,16PM,51.04,202.19,South Tangerang,Pondok Pucung
2023-07-20 16:10:00,16PM,,,South Tangerang,Pondok Pucung
2023-07-20 16:15:00,16PM,51.32,199.79,South Tangerang,Pondok Pucung
2023-07-20 16:20:00,16PM,,,South Tangerang,Pondok Pucung
2023-07-20 16:25:00,16PM,52.29,182.51,South Tangerang,Pondok Pucung
2023-07-20 16:30:00,16PM,,,South Tangerang,Pondok Pucung
2023-07-20 16:35:00,16PM,52.64,167.31,South Tangerang,Pondok Pucung
2023-07-20 16:40:00,16PM,,,South Tangerang,Pondok Pucung
2023-07-20 16:45:00,16PM,53.4,155.81,South Tangerang,Pondok Pucung
2023-07-20 16:50:00,16PM,,,South Tangerang,Pondok Pucung
2023-07-20 16:55:00,16PM,53.2,146.35,South Tangerang,Pondok Pucung
2023-07-20 17:00:00,17PM,,,South Tangerang,Pondok Pucung
2023-07-20 17:05:00,17PM,53.64,138.78,South Tangerang,Pondok Pucung
2023-07-20 17:10:00,17PM,,,South Tangerang,Pondok Pucung
2023-07-20 17:15:00,17PM,53.46,135.43,South Tangerang,Pondok Pucung
2023-07-20 17:20:00,17PM,,,South Tangerang,Pondok Pucung
2023-07-20 17:25:00,17PM,53.59,127.95,South Tangerang,Pondok Pucung
2023-07-20 17:30:00,17PM,,,South Tangerang,Pondok Pucung
2023-07-20 17:35:00,17PM,54.58,117.61,South Tangerang,Pondok Pucung
2023-07-20 17:40:00,17PM,,,South Tangerang,Pondok Pucung
2023-07-20 17:45:00,17PM,54.99,113.49,South Tangerang,Pondok Pucung
2023-07-20 17:50:00,17PM,,,South Tangerang,Pondok Pucung
2023-07-20 17:55:00,17PM,55.27,106.51,South Tangerang,Pondok Pucung
2023-07-20 18:00:00,18PM,,,South Tangerang,Pondok Pucung
2023-07-20 18:05:00,18PM,55.96,97.63,South Tangerang,Pondok Pucung
2023-07-20 18:10:00,18PM,,,South Tangerang,Pondok Pucung
2023-07-20 18:15:00,18PM,56.68,93.36,South Tangerang,Pondok Pucung
2023-07-20 18:20:00,18PM,,,South Tangerang,Pondok Pucung
2023-07-20 18:25:00,18PM,57.53,85.89,South Tangerang,Pondok Pucung
2023-07-20 18:30:00,18PM,,,South Tangerang,Pondok Pucung
2023-07-20 18:35:00,18PM,59.36,74.74,South Tangerang,Pondok Pucung
2023-07-20 18:40:00,18PM,,,South Tangerang,Pondok Pucung
2023-07-20 18:45:00,18PM,60.61,68.01,South Tangerang,Pondok Pucung
2023-07-20 18:50:00,18PM,,,South Tangerang,Pondok Pucung
2023-07-20 18:55:00,18PM,60.71,63.23,South Tangerang,Pondok Pucung
2023-07-20 19:00:00,19PM,,,South Tangerang,Pondok Pucung
2023-07-20 19:05:00,19PM,60.97,58.95,South Tangerang,Pondok Pucung
2023-07-20 19:10:00,19PM,,,South Tangerang,Pondok Pucung
2023-07-20 19:15:00,19PM,61.09,55.57,South Tangerang,Pondok Pucung
2023-07-20 19:20:00,19PM,,,South Tangerang,Pondok Pucung
2023-07-20 19:25:00,19PM,61.27,48.75,South Tangerang,Pondok Pucung
2023-07-20 19:30:00,19PM,,,South Tangerang,Pondok Pucung
2023-07-20 19:35:00,19PM,60.37,49.14,South Tangerang,Pondok Pucung
2023-07-20 19:40:00,19PM,,,South Tangerang,Pondok Pucung
2023-07-20 19:45:00,19PM,61.12,43.45,South Tangerang,Pondok Pucung
2023-07-20 19:50:00,19PM,,,South Tangerang,Pondok Pucung
2023-07-20 19:55:00,19PM,62.44,36.05,South Tangerang,Pondok Pucung
2023-07-20 20:00:00,20PM,,,South Tangerang,Pondok Pucung
2023-07-20 20:05:00,20PM,63.8,28.82,South Tangerang,Pondok Pucung
2023-07-20 20:10:00,20PM,,,South Tangerang,Pondok Pucung
2023-07-20 20:15:00,20PM,64.05,27.7,South Tangerang,Pondok Pucung
2023-07-20 20:20:00,20PM,,,South Tangerang,Pondok Pucung
2023-07-20 20:25:00,20PM,66.88,18.34,South Tangerang,Pondok Pucung
2023-07-20 20:30:00,20PM,,,South Tangerang,Pondok Pucung
2023-07-20 20:35:00,20PM,68.86,10.33,South Tangerang,Pondok Pucung
2023-07-20 20:40:00,20PM,,,South Tangerang,Pondok Pucung
2023-07-20 20:45:00,20PM,69.41,7.57,South Tangerang,Pondok Pucung
2023-07-20 20:50:00,20PM,,,South Tangerang,Pondok Pucung
2023-07-20 20:55:00,20PM,71.48,2.51,South Tangerang,Pondok Pucung
2023-07-20 21:00:00,21PM,,,South Tangerang,Pondok Pucung
2023-07-20 21:05:00,21PM,72.5,0.0,South Tangerang,Pondok Pucung
2023-07-20 21:10:00,21PM,,,South Tangerang,Pondok Pucung
2023-07-20 21:15:00,21PM,72.68,0.0,South Tangerang,Pondok Pucung
2023-07-20 21:20:00,21PM,,,South Tangerang,Pondok Pucung
2023-07-20 21:25:00,21PM,72.18,0.0,South Tangerang,Pondok Pucung
2023-07-20 21:30:00,21PM,,,South Tangerang,Pondok Pucung
2023-07-20 21:35:00,21PM,71.22,0.1,South Tangerang,Pondok Pucung
2023-07-20 21:40:00,21PM,,,South Tangerang,Pondok Pucung
2023-07-20 21:45:00,21PM,70.86,0.12,South Tangerang,Pondok Pucung
2023-07-20 21:50:00,21PM,,,South Tangerang,Pondok Pucung
2023-07-20 21:55:00,21PM,68.69,1.1,South Tangerang,Pondok Pucung
2023-07-20 22:00:00,22PM,,,South Tangerang,Pondok Pucung
2023-07-20 22:05:00,22PM,67.11,1.25,South Tangerang,Pondok Pucung
2023-07-20 22:10:00,22PM,,,South Tangerang,Pondok Pucung
2023-07-20 22:15:00,22PM,65.83,1.63,South Tangerang,Pondok Pucung
2023-07-20 22:20:00,22PM,,,South Tangerang,Pondok Pucung
2023-07-20 22:25:00,22PM,64.25,1.41,South Tangerang,Pondok Pucung
2023-07-20 22:30:00,22PM,,,South Tangerang,Pondok Pucung
2023-07-20 22:35:00,22PM,62.96,1.29,South Tangerang,Pondok Pucung
2023-07-20 22:40:00,22PM,,,South Tangerang,Pondok Pucung
2023-07-20 22:45:00,22PM,62.38,0.89,South Tangerang,Pondok Pucung
2023-07-20 22:50:00,22PM,,,South Tangerang,Pondok Pucung
2023-07-20 22:55:00,22PM,61.68,0.04,South Tangerang,Pondok Pucung
2023-07-20 23:00:00,23PM,,,South Tangerang,Pondok Pucung
2023-07-20 23:05:00,23PM,61.11,0.04,South Tangerang,Pondok Pucung
2023-07-20 23:10:00,23PM,,,South Tangerang,Pondok Pucung
2023-07-20 23:15:00,23PM,60.89,0.04,South Tangerang,Pondok Pucung
2023-07-20 23:20:00,23PM,,,South Tangerang,Pondok Pucung
2023-07-20 23:25:00,23PM,60.31,0.36,South Tangerang,Pondok Pucung
2023-07-20 23:30:00,23PM,,,South Tangerang,Pondok Pucung
2023-07-20 23:35:00,23PM,59.5,1.42,South Tangerang,Pondok Pucung
2023-07-20 23:40:00,23PM,,,South Tangerang,Pondok Pucung
2023-07-20 23:45:00,23PM,59.33,1.7,South Tangerang,Pondok Pucung
2023-07-20 23:50:00,23PM,,,South Tangerang,Pondok Pucung
2023-07-20 23:55:00,23PM,58.16,2.63,South Tangerang,Pondok Pucung
2023-07-21 00:00:00,0AM,,,South Tangerang,Pondok Pucung
2023-07-21 00:05:00,0AM,57.52,3.28,South Tangerang,Pondok Pucung
2023-07-21 00:10:00,0AM,,,South Tangerang,Pondok Pucung
2023-07-21 00:15:00,0AM,56.98,3.63,South Tangerang,Pondok Pucung
2023-07-21 00:20:00,0AM,,,South Tangerang,Pondok Pucung
2023-07-21 00:25:00,0AM,56.29,3.33,South Tangerang,Pondok Pucung
2023-07-21 00:30:00,0AM,,,South Tangerang,Pondok Pucung
2023-07-21 00:35:00,0AM,56.1,2.91,South Tangerang,Pondok Pucung
2023-07-21 00:40:00,0AM,,,South Tangerang,Pondok Pucung
2023-07-21 00:45:00,0AM,56.01,1.77,South Tangerang,Pondok Pucung
2023-07-21 00:50:00,0AM,,,South Tangerang,Pondok Pucung
2023-07-21 00:55:00,0AM,55.3,0.94,South Tangerang,Pondok Pucung
2023-07-21 01:00:00,1AM,,,South Tangerang,Pondok Pucung
2023-07-21 01:05:00,1AM,54.39,0.37,South Tangerang,Pondok Pucung
2023-07-21 01:10:00,1AM,,,South Tangerang,Pondok Pucung
2023-07-21 01:15:00,1AM,54.09,0.0,South Tangerang,Pondok Pucung
2023-07-21 01:20:00,1AM,,,South Tangerang,Pondok Pucung
2023-07-21 01:25:00,1AM,54.24,0.0,South Tangerang,Pondok Pucung
2023-07-21 01:30:00,1AM,,,South Tangerang,Pondok Pucung
