Minute,Hour,SO2,CO,Region,Location
2023-07-21 03:55:00,3AM,6.95,422.19,Yogyakarta,Sorowajan
2023-07-21 04:05:00,4AM,6.89,422.59,Yogyakarta,Sorowajan
2023-07-21 04:15:00,4AM,6.7,421.78,Yogyakarta,Sorowajan
2023-07-21 04:25:00,4AM,6.55,420.88,Yogyakarta,Sorowajan
2023-07-21 04:35:00,4AM,6.49,420.74,Yogyakarta,Sorowajan
2023-07-21 04:45:00,4AM,6.45,420.28,Yogyakarta,Sorowajan
2023-07-21 04:55:00,4AM,6.46,420.05,Yogyakarta,Sorowajan
2023-07-21 05:05:00,5AM,6.52,420.23,Yogyakarta,Sorowajan
2023-07-21 05:15:00,5AM,6.58,420.83,Yogyakarta,Sorowajan
2023-07-21 05:25:00,5AM,6.65,422.3,Yogyakarta,Sorowajan
2023-07-21 05:35:00,5AM,6.71,424.1,Yogyakarta,Sorowajan
2023-07-21 05:45:00,5AM,6.73,425.38,Yogyakarta,Sorowajan
2023-07-21 05:55:00,5AM,6.79,427.35,Yogyakarta,Sorowajan
2023-07-21 06:05:00,6AM,6.98,431.76,Yogyakarta,Sorowajan
2023-07-21 06:15:00,6AM,7.23,439.15,Yogyakarta,Sorowajan
2023-07-21 06:25:00,6AM,7.56,447.79,Yogyakarta,Sorowajan
2023-07-21 06:35:00,6AM,7.93,458.79,Yogyakarta,Sorowajan
2023-07-21 06:45:00,6AM,8.24,467.55,Yogyakarta,Sorowajan
2023-07-21 06:55:00,6AM,8.63,478.04,Yogyakarta,Sorowajan
2023-07-21 07:05:00,7AM,8.96,488.8,Yogyakarta,Sorowajan
2023-07-21 07:15:00,7AM,9.05,495.99,Yogyakarta,Sorowajan
2023-07-21 07:25:00,7AM,9.37,503.36,Yogyakarta,Sorowajan
2023-07-21 07:35:00,7AM,9.27,503.21,Yogyakarta,Sorowajan
2023-07-21 07:45:00,7AM,9.24,503.41,Yogyakarta,Sorowajan
2023-07-21 07:55:00,7AM,9.09,498.92,Yogyakarta,Sorowajan
2023-07-21 08:05:00,8AM,9.02,496.52,Yogyakarta,Sorowajan
2023-07-21 08:15:00,8AM,8.67,486.93,Yogyakarta,Sorowajan
2023-07-21 08:25:00,8AM,8.14,475.46,Yogyakarta,Sorowajan
2023-07-21 08:35:00,8AM,7.54,463.08,Yogyakarta,Sorowajan
2023-07-21 08:45:00,8AM,7.14,456.81,Yogyakarta,Sorowajan
2023-07-21 08:55:00,8AM,6.58,446.63,Yogyakarta,Sorowajan
2023-07-21 09:05:00,9AM,6.1,441.18,Yogyakarta,Sorowajan
2023-07-21 09:15:00,9AM,5.37,432.53,Yogyakarta,Sorowajan
2023-07-21 09:25:00,9AM,5.14,431.25,Yogyakarta,Sorowajan
2023-07-21 09:35:00,9AM,4.78,427.75,Yogyakarta,Sorowajan
2023-07-21 09:45:00,9AM,4.54,426.33,Yogyakarta,Sorowajan
2023-07-21 09:55:00,9AM,4.5,429.44,Yogyakarta,Sorowajan
2023-07-21 10:05:00,10AM,4.37,429.08,Yogyakarta,Sorowajan
2023-07-21 10:15:00,10AM,4.23,430.38,Yogyakarta,Sorowajan
2023-07-21 10:25:00,10AM,4.03,429.45,Yogyakarta,Sorowajan
2023-07-21 10:35:00,10AM,3.8,431.46,Yogyakarta,Sorowajan
2023-07-21 10:45:00,10AM,3.72,436.01,Yogyakarta,Sorowajan
2023-07-21 10:55:00,10AM,3.54,436.33,Yogyakarta,Sorowajan
2023-07-21 11:05:00,11AM,3.54,440.6,Yogyakarta,Sorowajan
2023-07-21 11:15:00,11AM,3.47,440.26,Yogyakarta,Sorowajan
2023-07-21 11:25:00,11AM,3.44,439.72,Yogyakarta,Sorowajan
2023-07-21 11:35:00,11AM,3.48,441.82,Yogyakarta,Sorowajan
2023-07-21 11:45:00,11AM,3.34,437.35,Yogyakarta,Sorowajan
2023-07-21 11:55:00,11AM,3.31,435.01,Yogyakarta,Sorowajan
2023-07-21 12:05:00,12PM,3.2,430.91,Yogyakarta,Sorowajan
2023-07-21 12:15:00,12PM,2.86,423.56,Yogyakarta,Sorowajan
2023-07-21 12:25:00,12PM,2.86,424.04,Yogyakarta,Sorowajan
2023-07-21 12:35:00,12PM,2.77,422.45,Yogyakarta,Sorowajan
2023-07-21 12:45:00,12PM,2.69,421.02,Yogyakarta,Sorowajan
2023-07-21 12:55:00,12PM,2.59,421.44,Yogyakarta,Sorowajan
2023-07-21 13:05:00,13PM,2.58,421.25,Yogyakarta,Sorowajan
2023-07-21 13:15:00,13PM,2.56,421.92,Yogyakarta,Sorowajan
2023-07-21 13:25:00,13PM,2.53,422.75,Yogyakarta,Sorowajan
2023-07-21 13:35:00,13PM,2.4,421.05,Yogyakarta,Sorowajan
2023-07-21 13:45:00,13PM,2.54,421.33,Yogyakarta,Sorowajan
2023-07-21 13:55:00,13PM,2.82,423.61,Yogyakarta,Sorowajan
2023-07-21 14:05:00,14PM,2.94,426.65,Yogyakarta,Sorowajan
2023-07-21 14:15:00,14PM,3.98,445.93,Yogyakarta,Sorowajan
2023-07-21 14:25:00,14PM,4.36,447.55,Yogyakarta,Sorowajan
2023-07-21 14:35:00,14PM,4.7,446.81,Yogyakarta,Sorowajan
2023-07-21 14:45:00,14PM,4.89,446.63,Yogyakarta,Sorowajan
2023-07-21 14:55:00,14PM,4.96,446.51,Yogyakarta,Sorowajan
2023-07-21 15:05:00,15PM,4.94,444.22,Yogyakarta,Sorowajan
2023-07-21 15:15:00,15PM,4.1,428.66,Yogyakarta,Sorowajan
2023-07-21 15:25:00,15PM,3.64,421.11,Yogyakarta,Sorowajan
2023-07-21 15:35:00,15PM,3.27,421.44,Yogyakarta,Sorowajan
2023-07-21 15:45:00,15PM,2.94,422.32,Yogyakarta,Sorowajan
2023-07-21 15:55:00,15PM,2.79,425.48,Yogyakarta,Sorowajan
2023-07-21 16:05:00,16PM,2.74,426.69,Yogyakarta,Sorowajan
2023-07-21 16:15:00,16PM,2.72,427.72,Yogyakarta,Sorowajan
2023-07-21 16:25:00,16PM,2.87,431.14,Yogyakarta,Sorowajan
2023-07-21 16:35:00,16PM,2.98,431.45,Yogyakarta,Sorowajan
2023-07-21 16:45:00,16PM,3.21,430.44,Yogyakarta,Sorowajan
2023-07-21 16:55:00,16PM,3.5,430.25,Yogyakarta,Sorowajan
2023-07-21 17:05:00,17PM,4.03,433.5,Yogyakarta,Sorowajan
2023-07-21 17:15:00,17PM,4.33,435.22,Yogyakarta,Sorowajan
2023-07-21 17:25:00,17PM,4.73,435.58,Yogyakarta,Sorowajan
2023-07-21 17:35:00,17PM,5.33,444.67,Yogyakarta,Sorowajan
2023-07-21 17:45:00,17PM,5.98,456.09,Yogyakarta,Sorowajan
2023-07-21 17:55:00,17PM,6.31,462.66,Yogyakarta,Sorowajan
2023-07-21 18:05:00,18PM,6.62,468.53,Yogyakarta,Sorowajan
2023-07-21 18:15:00,18PM,6.61,467.59,Yogyakarta,Sorowajan
2023-07-21 18:25:00,18PM,6.98,474.66,Yogyakarta,Sorowajan
2023-07-21 18:35:00,18PM,7.17,477.8,Yogyakarta,Sorowajan
2023-07-21 18:45:00,18PM,7.16,475.72,Yogyakarta,Sorowajan
2023-07-21 18:55:00,18PM,7.32,473.52,Yogyakarta,Sorowajan
2023-07-21 19:05:00,19PM,7.54,472.9,Yogyakarta,Sorowajan
2023-07-21 19:15:00,19PM,7.5,469.63,Yogyakarta,Sorowajan
2023-07-21 19:25:00,19PM,7.35,464.19,Yogyakarta,Sorowajan
2023-07-21 19:35:00,19PM,7.48,462.43,Yogyakarta,Sorowajan
2023-07-21 19:45:00,19PM,8.35,471.47,Yogyakarta,Sorowajan
2023-07-21 19:55:00,19PM,8.56,477.7,Yogyakarta,Sorowajan
2023-07-21 20:05:00,20PM,8.69,485.14,Yogyakarta,Sorowajan
2023-07-21 20:15:00,20PM,8.61,485.2,Yogyakarta,Sorowajan
2023-07-21 20:25:00,20PM,8.92,497.5,Yogyakarta,Sorowajan
2023-07-21 20:35:00,20PM,9.16,509.73,Yogyakarta,Sorowajan
2023-07-21 20:45:00,20PM,8.85,511.16,Yogyakarta,Sorowajan
2023-07-21 20:55:00,20PM,8.31,498.86,Yogyakarta,Sorowajan
2023-07-21 21:05:00,21PM,8.26,491.74,Yogyakarta,Sorowajan
2023-07-21 21:15:00,21PM,8.35,491.61,Yogyakarta,Sorowajan
2023-07-21 21:25:00,21PM,8.37,488.06,Yogyakarta,Sorowajan
2023-07-21 21:35:00,21PM,8.09,475.29,Yogyakarta,Sorowajan
2023-07-21 21:45:00,21PM,7.72,459.33,Yogyakarta,Sorowajan
2023-07-21 21:55:00,21PM,7.27,447.52,Yogyakarta,Sorowajan
2023-07-21 22:05:00,22PM,7.0,441.18,Yogyakarta,Sorowajan
2023-07-21 22:15:00,22PM,6.71,436.3,Yogyakarta,Sorowajan
2023-07-21 22:25:00,22PM,6.46,431.53,Yogyakarta,Sorowajan
2023-07-21 22:35:00,22PM,6.5,440.46,Yogyakarta,Sorowajan
2023-07-21 22:45:00,22PM,6.59,449.52,Yogyakarta,Sorowajan
2023-07-21 22:55:00,22PM,6.99,466.27,Yogyakarta,Sorowajan
2023-07-21 23:05:00,23PM,7.33,476.81,Yogyakarta,Sorowajan
2023-07-21 23:15:00,23PM,7.84,488.29,Yogyakarta,Sorowajan
2023-07-21 23:25:00,23PM,8.11,493.91,Yogyakarta,Sorowajan
2023-07-21 23:35:00,23PM,8.54,498.25,Yogyakarta,Sorowajan
2023-07-21 23:45:00,23PM,8.62,490.1,Yogyakarta,Sorowajan
2023-07-21 23:55:00,23PM,8.84,486.63,Yogyakarta,Sorowajan
2023-07-14 00:05:00,0AM,7.54,426.5,Yogyakarta,UGM
2023-07-14 00:15:00,0AM,7.51,424.98,Yogyakarta,UGM
2023-07-14 00:25:00,0AM,7.52,423.92,Yogyakarta,UGM
2023-07-14 00:35:00,0AM,7.52,423.3,Yogyakarta,UGM
2023-07-14 00:45:00,0AM,7.53,423.21,Yogyakarta,UGM
2023-07-14 00:55:00,0AM,7.53,422.36,Yogyakarta,UGM
2023-07-14 01:05:00,1AM,7.54,422.19,Yogyakarta,UGM
2023-07-14 01:15:00,1AM,7.53,421.9,Yogyakarta,UGM
2023-07-14 01:25:00,1AM,7.56,422.07,Yogyakarta,UGM
2023-07-14 01:35:00,1AM,7.51,420.5,Yogyakarta,UGM
2023-07-14 01:45:00,1AM,7.52,420.71,Yogyakarta,UGM
2023-07-14 01:55:00,1AM,7.5,419.03,Yogyakarta,UGM
2023-07-14 02:05:00,2AM,7.45,417.09,Yogyakarta,UGM
2023-07-14 02:15:00,2AM,7.4,415.72,Yogyakarta,UGM
2023-07-14 02:25:00,2AM,7.38,413.98,Yogyakarta,UGM
2023-07-14 02:35:00,2AM,7.4,412.57,Yogyakarta,UGM
2023-07-14 02:45:00,2AM,7.41,412.07,Yogyakarta,UGM
2023-07-14 02:55:00,2AM,7.35,410.28,Yogyakarta,UGM
2023-07-14 03:05:00,3AM,7.29,408.67,Yogyakarta,UGM
2023-07-14 03:15:00,3AM,7.28,408.06,Yogyakarta,UGM
2023-07-14 03:25:00,3AM,7.21,407.74,Yogyakarta,UGM
2023-07-14 03:35:00,3AM,7.15,407.28,Yogyakarta,UGM
2023-07-14 03:45:00,3AM,7.13,407.25,Yogyakarta,UGM
2023-07-14 03:55:00,3AM,7.12,407.01,Yogyakarta,UGM
2023-07-14 04:05:00,4AM,7.1,406.35,Yogyakarta,UGM
2023-07-14 04:15:00,4AM,7.1,405.96,Yogyakarta,UGM
2023-07-14 04:25:00,4AM,7.07,405.05,Yogyakarta,UGM
2023-07-14 04:35:00,4AM,7.08,404.64,Yogyakarta,UGM
2023-07-14 04:45:00,4AM,7.08,404.29,Yogyakarta,UGM
2023-07-14 04:55:00,4AM,7.07,404.21,Yogyakarta,UGM
2023-07-14 05:05:00,5AM,7.08,405.05,Yogyakarta,UGM
2023-07-14 05:15:00,5AM,7.09,405.31,Yogyakarta,UGM
2023-07-14 05:25:00,5AM,7.12,406.83,Yogyakarta,UGM
2023-07-14 05:35:00,5AM,7.18,408.98,Yogyakarta,UGM
2023-07-14 05:45:00,5AM,7.19,409.75,Yogyakarta,UGM
2023-07-14 05:55:00,5AM,7.27,413.13,Yogyakarta,UGM
2023-07-14 06:05:00,6AM,7.4,418.9,Yogyakarta,UGM
2023-07-14 06:15:00,6AM,7.44,420.84,Yogyakarta,UGM
2023-07-14 06:25:00,6AM,7.61,429.52,Yogyakarta,UGM
2023-07-14 06:35:00,6AM,7.71,436.65,Yogyakarta,UGM
2023-07-14 06:45:00,6AM,7.78,440.4,Yogyakarta,UGM
2023-07-14 06:55:00,6AM,7.9,447.06,Yogyakarta,UGM
2023-07-14 07:05:00,7AM,8.24,461.82,Yogyakarta,UGM
2023-07-14 07:15:00,7AM,8.28,464.57,Yogyakarta,UGM
2023-07-14 07:25:00,7AM,8.72,481.94,Yogyakarta,UGM
2023-07-14 07:35:00,7AM,9.15,497.72,Yogyakarta,UGM
2023-07-14 07:45:00,7AM,9.41,508.34,Yogyakarta,UGM
2023-07-14 07:55:00,7AM,9.6,514.92,Yogyakarta,UGM
2023-07-14 08:05:00,8AM,9.46,522.91,Yogyakarta,UGM
2023-07-14 08:15:00,8AM,9.44,524.43,Yogyakarta,UGM
2023-07-14 08:25:00,8AM,9.37,524.56,Yogyakarta,UGM
2023-07-14 08:35:00,8AM,9.14,519.79,Yogyakarta,UGM
2023-07-14 08:45:00,8AM,9.0,519.33,Yogyakarta,UGM
2023-07-14 08:55:00,8AM,8.92,511.69,Yogyakarta,UGM
2023-07-14 09:05:00,9AM,8.69,504.25,Yogyakarta,UGM
2023-07-14 09:15:00,9AM,8.55,500.29,Yogyakarta,UGM
2023-07-14 09:25:00,9AM,8.19,495.5,Yogyakarta,UGM
2023-07-14 09:35:00,9AM,7.78,487.41,Yogyakarta,UGM
2023-07-14 09:45:00,9AM,7.55,484.31,Yogyakarta,UGM
2023-07-14 09:55:00,9AM,7.21,477.34,Yogyakarta,UGM
2023-07-14 10:05:00,10AM,7.07,472.33,Yogyakarta,UGM
2023-07-14 10:15:00,10AM,6.97,468.43,Yogyakarta,UGM
2023-07-14 10:25:00,10AM,6.98,468.21,Yogyakarta,UGM
2023-07-14 10:35:00,10AM,6.82,465.72,Yogyakarta,UGM
2023-07-14 10:45:00,10AM,6.82,465.18,Yogyakarta,UGM
2023-07-14 10:55:00,10AM,6.85,462.85,Yogyakarta,UGM
2023-07-14 11:05:00,11AM,6.91,459.72,Yogyakarta,UGM
2023-07-14 11:15:00,11AM,6.81,456.74,Yogyakarta,UGM
2023-07-14 11:25:00,11AM,7.05,447.81,Yogyakarta,UGM
2023-07-14 11:35:00,11AM,7.02,438.86,Yogyakarta,UGM
2023-07-14 11:45:00,11AM,7.07,435.58,Yogyakarta,UGM
2023-07-14 11:55:00,11AM,6.81,425.65,Yogyakarta,UGM
2023-07-14 12:05:00,12PM,6.69,418.52,Yogyakarta,UGM
2023-07-14 12:15:00,12PM,6.47,414.87,Yogyakarta,UGM
2023-07-14 12:25:00,12PM,6.32,411.81,Yogyakarta,UGM
2023-07-14 12:35:00,12PM,6.33,409.76,Yogyakarta,UGM
2023-07-14 12:45:00,12PM,6.37,408.97,Yogyakarta,UGM
2023-07-14 12:55:00,12PM,6.44,408.92,Yogyakarta,UGM
2023-07-14 13:05:00,13PM,6.46,408.31,Yogyakarta,UGM
2023-07-14 13:15:00,13PM,6.51,407.94,Yogyakarta,UGM
2023-07-14 13:25:00,13PM,6.8,413.22,Yogyakarta,UGM
2023-07-14 13:35:00,13PM,6.83,415.6,Yogyakarta,UGM
2023-07-14 13:45:00,13PM,6.81,416.21,Yogyakarta,UGM
2023-07-14 13:55:00,13PM,6.68,417.13,Yogyakarta,UGM
2023-07-14 14:05:00,14PM,6.29,416.12,Yogyakarta,UGM
2023-07-14 14:15:00,14PM,6.09,414.09,Yogyakarta,UGM
2023-07-14 14:25:00,14PM,5.91,414.1,Yogyakarta,UGM
2023-07-14 14:35:00,14PM,5.91,412.68,Yogyakarta,UGM
2023-07-14 14:45:00,14PM,5.84,412.23,Yogyakarta,UGM
2023-07-14 14:55:00,14PM,6.16,415.69,Yogyakarta,UGM
2023-07-14 15:05:00,15PM,6.48,417.08,Yogyakarta,UGM
2023-07-14 15:15:00,15PM,6.54,416.48,Yogyakarta,UGM
2023-07-14 15:25:00,15PM,6.56,414.17,Yogyakarta,UGM
2023-07-14 15:35:00,15PM,6.56,413.78,Yogyakarta,UGM
2023-07-14 15:45:00,15PM,6.49,412.08,Yogyakarta,UGM
2023-07-14 15:55:00,15PM,6.52,410.97,Yogyakarta,UGM
2023-07-14 16:05:00,16PM,6.73,412.96,Yogyakarta,UGM
2023-07-14 16:15:00,16PM,6.82,414.4,Yogyakarta,UGM
2023-07-14 16:25:00,16PM,7.09,419.36,Yogyakarta,UGM
2023-07-14 16:35:00,16PM,7.48,422.25,Yogyakarta,UGM
2023-07-14 16:45:00,16PM,7.66,423.98,Yogyakarta,UGM
2023-07-14 16:55:00,16PM,8.11,428.8,Yogyakarta,UGM
2023-07-14 17:05:00,17PM,8.44,433.86,Yogyakarta,UGM
2023-07-14 17:15:00,17PM,8.63,434.91,Yogyakarta,UGM
2023-07-14 17:25:00,17PM,8.65,436.12,Yogyakarta,UGM
2023-07-14 17:35:00,17PM,8.48,435.66,Yogyakarta,UGM
2023-07-14 17:45:00,17PM,8.33,434.68,Yogyakarta,UGM
2023-07-14 17:55:00,17PM,8.13,435.4,Yogyakarta,UGM
2023-07-14 18:05:00,18PM,7.98,434.03,Yogyakarta,UGM
2023-07-14 18:15:00,18PM,7.94,434.36,Yogyakarta,UGM
2023-07-14 18:25:00,18PM,7.87,433.34,Yogyakarta,UGM
2023-07-14 18:35:00,18PM,7.8,432.56,Yogyakarta,UGM
2023-07-14 18:45:00,18PM,7.73,430.48,Yogyakarta,UGM
2023-07-14 18:55:00,18PM,7.59,428.33,Yogyakarta,UGM
2023-07-14 19:05:00,19PM,7.43,426.41,Yogyakarta,UGM
2023-07-14 19:15:00,19PM,7.39,425.82,Yogyakarta,UGM
2023-07-14 19:25:00,19PM,7.31,427.08,Yogyakarta,UGM
2023-07-14 19:35:00,19PM,7.26,428.69,Yogyakarta,UGM
2023-07-14 19:45:00,19PM,7.24,428.93,Yogyakarta,UGM
2023-07-14 19:55:00,19PM,7.2,430.17,Yogyakarta,UGM
2023-07-14 20:05:00,20PM,7.32,436.02,Yogyakarta,UGM
2023-07-14 20:15:00,20PM,7.33,436.99,Yogyakarta,UGM
2023-07-14 20:25:00,20PM,7.32,437.69,Yogyakarta,UGM
2023-07-14 20:35:00,20PM,7.25,436.26,Yogyakarta,UGM
2023-07-14 20:45:00,20PM,7.27,437.42,Yogyakarta,UGM
2023-07-14 20:55:00,20PM,7.08,431.97,Yogyakarta,UGM
2023-07-14 21:05:00,21PM,6.86,425.06,Yogyakarta,UGM
2023-07-14 21:15:00,21PM,6.77,422.2,Yogyakarta,UGM
2023-07-14 21:25:00,21PM,6.68,419.67,Yogyakarta,UGM
2023-07-14 21:35:00,21PM,6.64,418.9,Yogyakarta,UGM
2023-07-14 21:45:00,21PM,6.61,418.3,Yogyakarta,UGM
2023-07-14 21:55:00,21PM,6.63,419.17,Yogyakarta,UGM
2023-07-14 22:05:00,22PM,6.62,419.91,Yogyakarta,UGM
2023-07-14 22:15:00,22PM,6.64,420.9,Yogyakarta,UGM
2023-07-14 22:25:00,22PM,6.69,422.16,Yogyakarta,UGM
2023-07-14 22:35:00,22PM,6.78,423.03,Yogyakarta,UGM
2023-07-14 22:45:00,22PM,6.78,423.34,Yogyakarta,UGM
2023-07-14 22:55:00,22PM,6.92,425.33,Yogyakarta,UGM
2023-07-14 23:05:00,23PM,7.15,431.65,Yogyakarta,UGM
2023-07-14 23:15:00,23PM,7.22,433.12,Yogyakarta,UGM
2023-07-14 23:25:00,23PM,7.57,446.42,Yogyakarta,UGM
2023-07-14 23:35:00,23PM,8.05,464.1,Yogyakarta,UGM
2023-07-14 23:45:00,23PM,8.25,471.71,Yogyakarta,UGM
2023-07-14 23:55:00,23PM,8.69,485.07,Yogyakarta,UGM
2023-07-15 00:05:00,0AM,8.65,480.34,Yogyakarta,UGM
2023-07-15 00:15:00,0AM,8.73,481.57,Yogyakarta,UGM
2023-07-15 00:25:00,0AM,8.34,463.79,Yogyakarta,UGM
2023-07-15 00:35:00,0AM,7.89,446.21,Yogyakarta,UGM
2023-07-15 00:45:00,0AM,7.58,434.56,Yogyakarta,UGM
2023-07-15 00:55:00,0AM,7.27,424.32,Yogyakarta,UGM
2023-07-15 01:05:00,1AM,7.1,419.94,Yogyakarta,UGM
2023-07-15 01:15:00,1AM,7.07,418.97,Yogyakarta,UGM
2023-07-15 01:25:00,1AM,6.96,417.24,Yogyakarta,UGM
2023-07-15 01:35:00,1AM,6.87,415.42,Yogyakarta,UGM
2023-07-15 01:45:00,1AM,6.84,414.76,Yogyakarta,UGM
2023-07-15 01:55:00,1AM,6.79,414.29,Yogyakarta,UGM
2023-07-15 02:05:00,2AM,6.79,413.81,Yogyakarta,UGM
2023-07-15 02:15:00,2AM,6.79,413.6,Yogyakarta,UGM
2023-07-15 02:25:00,2AM,6.82,413.96,Yogyakarta,UGM
2023-07-15 02:35:00,2AM,6.88,414.57,Yogyakarta,UGM
2023-07-15 02:45:00,2AM,6.91,414.48,Yogyakarta,UGM
2023-07-15 02:55:00,2AM,6.93,413.63,Yogyakarta,UGM
2023-07-15 03:05:00,3AM,6.97,413.21,Yogyakarta,UGM
2023-07-15 03:15:00,3AM,6.98,412.73,Yogyakarta,UGM
2023-07-15 03:25:00,3AM,7.01,412.18,Yogyakarta,UGM
2023-07-15 03:35:00,3AM,7.04,412.1,Yogyakarta,UGM
2023-07-15 03:45:00,3AM,7.05,412.34,Yogyakarta,UGM
2023-07-15 03:55:00,3AM,7.11,413.29,Yogyakarta,UGM
2023-07-15 04:05:00,4AM,7.08,413.65,Yogyakarta,UGM
2023-07-15 04:15:00,4AM,7.08,413.93,Yogyakarta,UGM
2023-07-15 04:25:00,4AM,7.02,414.32,Yogyakarta,UGM
2023-07-15 04:35:00,4AM,6.96,414.07,Yogyakarta,UGM
2023-07-15 04:45:00,4AM,6.91,414.03,Yogyakarta,UGM
2023-07-15 04:55:00,4AM,6.96,415.1,Yogyakarta,UGM
2023-07-15 05:05:00,5AM,7.04,415.56,Yogyakarta,UGM
2023-07-15 05:15:00,5AM,7.07,415.78,Yogyakarta,UGM
2023-07-15 05:25:00,5AM,7.15,415.67,Yogyakarta,UGM
2023-07-15 05:35:00,5AM,7.25,415.46,Yogyakarta,UGM
2023-07-15 05:45:00,5AM,7.27,414.84,Yogyakarta,UGM
2023-07-15 05:55:00,5AM,7.35,416.66,Yogyakarta,UGM
2023-07-15 06:05:00,6AM,7.48,421.25,Yogyakarta,UGM
2023-07-15 06:15:00,6AM,7.54,422.77,Yogyakarta,UGM
2023-07-15 06:25:00,6AM,7.78,436.17,Yogyakarta,UGM
2023-07-15 06:35:00,6AM,7.71,440.48,Yogyakarta,UGM
2023-07-15 06:45:00,6AM,7.73,443.95,Yogyakarta,UGM
2023-07-15 06:55:00,6AM,7.52,443.02,Yogyakarta,UGM
2023-07-15 07:05:00,7AM,7.36,442.68,Yogyakarta,UGM
2023-07-15 07:15:00,7AM,7.17,438.39,Yogyakarta,UGM
2023-07-15 07:25:00,7AM,7.0,438.16,Yogyakarta,UGM
2023-07-15 07:35:00,7AM,7.0,439.91,Yogyakarta,UGM
2023-07-15 07:45:00,7AM,7.03,442.62,Yogyakarta,UGM
2023-07-15 07:55:00,7AM,7.05,444.85,Yogyakarta,UGM
2023-07-15 08:05:00,8AM,7.11,447.18,Yogyakarta,UGM
2023-07-15 08:15:00,8AM,7.11,445.33,Yogyakarta,UGM
2023-07-15 08:25:00,8AM,7.26,448.12,Yogyakarta,UGM
2023-07-15 08:35:00,8AM,7.18,443.75,Yogyakarta,UGM
2023-07-15 08:45:00,8AM,7.21,443.96,Yogyakarta,UGM
2023-07-15 08:55:00,8AM,7.04,435.56,Yogyakarta,UGM
2023-07-15 09:05:00,9AM,6.74,427.74,Yogyakarta,UGM
2023-07-15 09:15:00,9AM,6.6,422.12,Yogyakarta,UGM
2023-07-15 09:25:00,9AM,6.36,419.72,Yogyakarta,UGM
2023-07-15 09:35:00,9AM,6.26,418.43,Yogyakarta,UGM
2023-07-15 09:45:00,9AM,6.14,418.95,Yogyakarta,UGM
2023-07-15 09:55:00,9AM,6.08,419.14,Yogyakarta,UGM
2023-07-15 10:05:00,10AM,6.12,423.71,Yogyakarta,UGM
2023-07-15 10:15:00,10AM,5.86,423.81,Yogyakarta,UGM
2023-07-15 10:25:00,10AM,5.72,428.74,Yogyakarta,UGM
2023-07-15 10:35:00,10AM,5.95,428.96,Yogyakarta,UGM
2023-07-15 10:45:00,10AM,6.2,429.61,Yogyakarta,UGM
2023-07-15 10:55:00,10AM,6.29,429.41,Yogyakarta,UGM
2023-07-15 11:05:00,11AM,5.68,427.71,Yogyakarta,UGM
2023-07-15 11:15:00,11AM,5.47,426.3,Yogyakarta,UGM
2023-07-15 11:25:00,11AM,4.48,424.59,Yogyakarta,UGM
2023-07-15 11:35:00,11AM,3.8,423.09,Yogyakarta,UGM
2023-07-15 11:45:00,11AM,3.35,422.47,Yogyakarta,UGM
2023-07-15 11:55:00,11AM,3.35,418.84,Yogyakarta,UGM
2023-07-15 12:05:00,12PM,3.63,414.94,Yogyakarta,UGM
2023-07-15 12:15:00,12PM,3.84,413.88,Yogyakarta,UGM
2023-07-15 12:25:00,12PM,4.37,411.28,Yogyakarta,UGM
2023-07-15 12:35:00,12PM,4.24,411.48,Yogyakarta,UGM
2023-07-15 12:45:00,12PM,4.15,411.7,Yogyakarta,UGM
2023-07-15 12:55:00,12PM,3.56,412.46,Yogyakarta,UGM
2023-07-15 13:05:00,13PM,3.07,413.17,Yogyakarta,UGM
2023-07-15 13:15:00,13PM,2.73,414.08,Yogyakarta,UGM
2023-07-15 13:25:00,13PM,2.24,413.29,Yogyakarta,UGM
2023-07-15 13:35:00,13PM,2.03,413.29,Yogyakarta,UGM
2023-07-15 13:45:00,13PM,1.93,413.28,Yogyakarta,UGM
2023-07-15 13:55:00,13PM,2.28,413.06,Yogyakarta,UGM
2023-07-15 14:05:00,14PM,2.55,412.88,Yogyakarta,UGM
2023-07-15 14:15:00,14PM,2.69,412.55,Yogyakarta,UGM
2023-07-15 14:25:00,14PM,3.26,412.38,Yogyakarta,UGM
2023-07-15 14:35:00,14PM,3.94,411.37,Yogyakarta,UGM
2023-07-15 14:45:00,14PM,4.11,411.39,Yogyakarta,UGM
2023-07-15 14:55:00,14PM,4.53,412.27,Yogyakarta,UGM
2023-07-15 15:05:00,15PM,4.87,415.44,Yogyakarta,UGM
2023-07-15 15:15:00,15PM,5.03,415.89,Yogyakarta,UGM
2023-07-15 15:25:00,15PM,5.19,419.85,Yogyakarta,UGM
2023-07-15 15:35:00,15PM,5.41,421.69,Yogyakarta,UGM
2023-07-15 15:45:00,15PM,5.47,422.94,Yogyakarta,UGM
2023-07-15 15:55:00,15PM,5.7,423.72,Yogyakarta,UGM
2023-07-15 16:05:00,16PM,5.87,422.87,Yogyakarta,UGM
2023-07-15 16:15:00,16PM,6.0,422.16,Yogyakarta,UGM
2023-07-15 16:25:00,16PM,6.03,421.0,Yogyakarta,UGM
2023-07-15 16:35:00,16PM,6.14,423.13,Yogyakarta,UGM
2023-07-15 16:45:00,16PM,6.16,423.84,Yogyakarta,UGM
2023-07-15 16:55:00,16PM,6.45,424.26,Yogyakarta,UGM
2023-07-15 17:05:00,17PM,6.72,425.29,Yogyakarta,UGM
